session_id,test_version,metric
23a477dd-d8b8-42c6-adbe-47f39ed77952,1,5.909538461538462
23a477dd-d8b8-42c6-adbe-47f39ed77952,1,6.849868613138686
23a477dd-d8b8-42c6-adbe-47f39ed77952,1,8.824183206106868
23a477dd-d8b8-42c6-adbe-47f39ed77952,1,3.67031906614786
23a477dd-d8b8-42c6-adbe-47f39ed77952,1,6.5469346733668345
23a477dd-d8b8-42c6-adbe-47f39ed77952,1,7.944078175895766
23a477dd-d8b8-42c6-adbe-47f39ed77952,1,3.50523870967742
23a477dd-d8b8-42c6-adbe-47f39ed77952,1,2.9241783439490443
23a477dd-d8b8-42c6-adbe-47f39ed77952,1,5.170354838709677
23a477dd-d8b8-42c6-adbe-47f39ed77952,1,7.091284768211921
23a477dd-d8b8-42c6-adbe-47f39ed77952,1,6.400183486238532
23a477dd-d8b8-42c6-adbe-47f39ed77952,1,6.240258527827648
23a477dd-d8b8-42c6-adbe-47f39ed77952,1,8.519593220338983
23a477dd-d8b8-42c6-adbe-47f39ed77952,1,4.075468208092486
23a477dd-d8b8-42c6-adbe-47f39ed77952,1,5.555000000000001
23a477dd-d8b8-42c6-adbe-47f39ed77952,1,4.083784232365145
23a477dd-d8b8-42c6-adbe-47f39ed77952,1,6.545230769230769
23a477dd-d8b8-42c6-adbe-47f39ed77952,1,3.8403123644251624
23a477dd-d8b8-42c6-adbe-47f39ed77952,1,4.011498973305955
23a477dd-d8b8-42c6-adbe-47f39ed77952,1,5.641159851301115
23a477dd-d8b8-42c6-adbe-47f39ed77952,1,7.598884615384616
23a477dd-d8b8-42c6-adbe-47f39ed77952,1,3.0034520547945207
23a477dd-d8b8-42c6-adbe-47f39ed77952,1,7.8455531453362255
23a477dd-d8b8-42c6-adbe-47f39ed77952,1,4.66076889848812
23a477dd-d8b8-42c6-adbe-47f39ed77952,1,5.445356371490281
23a477dd-d8b8-42c6-adbe-47f39ed77952,1,6.201121495327103
23a477dd-d8b8-42c6-adbe-47f39ed77952,1,3.310391959798995
23a477dd-d8b8-42c6-adbe-47f39ed77952,1,5.480113879003558
23a477dd-d8b8-42c6-adbe-47f39ed77952,1,7.008736842105263
ad87efc0-28f6-4acc-8ec2-a5f449e974bc,1,5.046189781021898
ad87efc0-28f6-4acc-8ec2-a5f449e974bc,1,6.857386221294363
ad87efc0-28f6-4acc-8ec2-a5f449e974bc,1,9.587497674418604
ad87efc0-28f6-4acc-8ec2-a5f449e974bc,1,7.838021052631579
ad87efc0-28f6-4acc-8ec2-a5f449e974bc,1,4.24053228962818
ad87efc0-28f6-4acc-8ec2-a5f449e974bc,1,5.2684273972602735
ad87efc0-28f6-4acc-8ec2-a5f449e974bc,1,5.825178082191781
ad87efc0-28f6-4acc-8ec2-a5f449e974bc,1,6.249333333333333
ad87efc0-28f6-4acc-8ec2-a5f449e974bc,1,4.931975359342916
ad87efc0-28f6-4acc-8ec2-a5f449e974bc,1,8.042453865336658
ad87efc0-28f6-4acc-8ec2-a5f449e974bc,1,9.85691906005222
ad87efc0-28f6-4acc-8ec2-a5f449e974bc,1,6.224842105263158
ad87efc0-28f6-4acc-8ec2-a5f449e974bc,1,5.061745302713987
ad87efc0-28f6-4acc-8ec2-a5f449e974bc,1,6.626461538461539
ad87efc0-28f6-4acc-8ec2-a5f449e974bc,1,6.824888888888888
ad87efc0-28f6-4acc-8ec2-a5f449e974bc,1,9.768888888888888
ad87efc0-28f6-4acc-8ec2-a5f449e974bc,1,3.1574610778443115
ad87efc0-28f6-4acc-8ec2-a5f449e974bc,1,3.249230769230769
ad87efc0-28f6-4acc-8ec2-a5f449e974bc,1,6.935351351351351
ad87efc0-28f6-4acc-8ec2-a5f449e974bc,1,5.391355450236968
ad87efc0-28f6-4acc-8ec2-a5f449e974bc,1,5.949464150943396
ad87efc0-28f6-4acc-8ec2-a5f449e974bc,1,7.151597765363129
ad87efc0-28f6-4acc-8ec2-a5f449e974bc,1,4.952163934426229
ad87efc0-28f6-4acc-8ec2-a5f449e974bc,1,8.039265882352941
ad87efc0-28f6-4acc-8ec2-a5f449e974bc,1,5.046075949367089
ad87efc0-28f6-4acc-8ec2-a5f449e974bc,1,8.33389010989011
ad87efc0-28f6-4acc-8ec2-a5f449e974bc,1,9.377577464788732
ad87efc0-28f6-4acc-8ec2-a5f449e974bc,1,9.249667605633803
ad87efc0-28f6-4acc-8ec2-a5f449e974bc,1,4.258723404255319
ad87efc0-28f6-4acc-8ec2-a5f449e974bc,1,6.194200873362446
ad87efc0-28f6-4acc-8ec2-a5f449e974bc,1,3.961113924050633
ad87efc0-28f6-4acc-8ec2-a5f449e974bc,1,3.438576512455516
ad87efc0-28f6-4acc-8ec2-a5f449e974bc,1,6.347785714285715
ad87efc0-28f6-4acc-8ec2-a5f449e974bc,1,5.444459016393442
ad87efc0-28f6-4acc-8ec2-a5f449e974bc,1,8.587096774193547
ad87efc0-28f6-4acc-8ec2-a5f449e974bc,1,4.768821238938053
ad87efc0-28f6-4acc-8ec2-a5f449e974bc,1,9.329582022471907
ad87efc0-28f6-4acc-8ec2-a5f449e974bc,1,4.491247803163445
ad87efc0-28f6-4acc-8ec2-a5f449e974bc,1,3.7104093567251457
ad87efc0-28f6-4acc-8ec2-a5f449e974bc,1,4.029473684210527
ad87efc0-28f6-4acc-8ec2-a5f449e974bc,1,11.0
